0,7
1,7
2,6
3,7
4,1
5,5
6,0
7,7
8,2
9,7
10,7
11,7
12,7
13,0
14,6
15,7
16,31
17,6
18,7
19,6
20,6
21,7
22,7
23,7
24,4
25,7
26,7
27,7
28,6
29,31
30,7
31,7
32,6
33,7
34,7
35,3
36,4
37,7
38,7
39,7
40,7
41,6
42,7
43,7
44,6
45,7
46,3
47,7
48,7
49,7
50,7
51,7
52,7
53,5
54,7
55,7
56,7
57,4
58,35
59,7
60,7
61,2
62,7
63,7
64,0
65,0
66,7
67,7
68,3
69,7
70,7
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,1
79,7
80,5
81,0
82,0
83,7
84,7
85,7
86,3
87,7
88,7
89,0
90,7
91,2
92,5
93,6
94,5
95,0
96,7
97,7
98,7
99,3
100,0
101,7
102,3
103,7
104,7
105,7
106,31
107,27
108,4
109,7
110,2
111,6
112,6
113,7
114,7
115,6
116,6
117,7
118,7
119,7
120,31
121,7
122,7
123,7
124,7
125,7
126,7
127,4
128,0
129,7
130,5
131,3
132,7
133,7
134,7
135,4
136,31
137,6
138,6
139,4
140,6
141,0
142,7
143,3
144,6
145,7
146,7
147,0
148,7
149,6
150,0
151,6
152,1
153,7
154,0
155,7
156,7
157,7
158,7
159,4
160,7
161,7
162,6
163,0
164,7
165,7
166,7
167,6
168,7
169,7
170,7
171,27
172,0
173,7
174,6
175,3
176,0
177,3
178,7
179,7
180,5
181,1
182,7
183,7
184,4
185,7
186,7
187,5
188,7
189,0
190,7
191,5
192,7
193,2
194,5
195,1
196,5
197,4
198,7
199,7
200,7
201,2
202,7
203,7
204,5
205,7
206,7
207,7
208,7
209,7
210,7
211,7
212,7
213,7
214,6
215,7
216,6
217,0
218,1
219,0
220,6
221,7
222,7
223,7
224,0
225,3
226,6
227,3
228,7
229,7
230,7
231,7
232,7
233,7
234,7
235,7
236,0
237,7
238,31
239,7
240,7
241,7
242,0
243,6
244,0
245,2
246,7
247,31
248,7
249,0
250,7
251,4
252,7
253,7
254,5
255,7
256,7
257,7
258,7
259,2
260,7
261,7
262,6
263,3
264,2
265,7
266,5
267,7
268,7
269,0
270,7
271,7
272,0
273,1
274,0
275,1
276,7
277,7
278,3
279,6
280,7
281,4
282,0
283,7
284,4
285,7
286,0
287,7
288,7
289,6
290,0
291,7
292,7
293,6
294,7
295,7
296,3
297,0
298,7
299,5
300,5
301,7
302,0
303,7
304,7
305,6
306,1
307,7
308,31
309,4
310,6
311,7
312,6
313,7
314,0
315,7
316,5
317,7
318,7
319,0
320,5
321,3
322,7
323,0
324,7
325,7
326,6
327,0
328,1
329,7
330,5
331,0
332,7
333,6
334,7
335,7
336,7
337,6
338,31
339,1
340,7
341,0
342,7
343,0
344,7
345,7
346,5
347,7
348,11
349,11
350,0
351,8
352,11
353,28
354,10
355,10
356,11
357,9
358,11
359,11
360,11
361,11
362,11
363,25
364,8
365,11
366,25
367,11
368,11
369,11
370,11
371,11
372,11
373,11
374,11
375,11
376,11
377,11
378,11
379,11
380,9
381,9
382,10
383,11
384,0
385,11
386,11
387,11
388,11
389,9
390,11
391,11
392,11
393,8
394,11
395,12
396,11
397,9
398,11
399,8
400,11
401,11
402,11
403,10
404,11
405,11
406,11
407,11
408,11
409,11
410,10
411,11
412,11
413,11
414,12
415,11
416,11
417,11
418,11
419,11
420,11
421,11
422,11
423,11
424,9
425,11
426,11
427,0
428,11
429,10
430,11
431,11
432,11
433,11
434,11
435,9
436,11
437,11
438,11
439,0
440,11
441,8
442,0
443,0
444,11
445,11
446,11
447,11
448,11
449,11
450,11
451,11
452,10
453,0
454,8
455,10
456,0
457,9
458,11
459,9
460,11
461,11
462,11
463,11
464,0
465,11
466,10
467,11
468,0
469,11
470,10
471,11
472,11
473,11
474,10
475,11
476,8
477,9
478,11
479,0
480,11
481,10
482,11
483,11
484,25
485,9
486,9
487,11
488,11
489,11
490,11
491,11
492,0
493,0
494,11
495,11
496,11
497,9
498,11
499,11
500,10
501,8
502,11
503,11
504,11
505,9
506,11
507,11
508,11
509,9
510,11
511,11
512,11
513,11
514,11
515,0
516,9
517,0
518,9
519,10
520,11
521,11
522,10
523,11
524,11
525,0
526,27
527,0
528,11
529,10
530,11
531,10
532,11
533,11
534,11
535,11
536,11
537,11
538,0
539,11
540,11
541,11
542,11
543,11
544,0
545,11
546,10
547,10
548,11
549,0
550,11
551,9
552,0
553,0
554,9
555,9
556,11
557,10
558,11
559,11
560,11
561,11
562,10
563,11
564,8
565,11
566,11
567,11
568,11
569,11
570,11
571,11
572,11
573,12
574,12
575,12
576,13
577,13
578,13
579,12
580,25
581,12
582,13
583,13
584,12
585,12
586,11
587,11
588,12
589,12
590,12
591,11
592,12
593,11
594,11
595,13
596,29
597,12
598,12
599,13
600,13
601,25
602,12
603,12
604,11
605,12
606,25
607,12
608,12
609,12
610,11
611,12
612,12
613,12
614,11
615,13
616,12
617,12
618,12
619,12
620,12
621,12
622,12
623,12
624,12
625,12
626,12
627,13
628,13
629,25
630,12
631,12
632,13
633,12
634,11
635,13
636,12
637,12
638,12
639,12
640,13
641,25
642,12
643,13
644,12
645,11
646,11
647,13
648,12
649,23
650,13
651,11
652,11
653,12
654,12
655,12
656,25
657,12
658,13
659,13
660,12
661,13
662,13
663,12
664,12
665,13
666,12
667,11
668,12
669,11
670,13
671,11
672,12
